species_code,common_name,scientific_name,location_id,location_name,observation_datetime,bird_count,latitude,longitude
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-16 08:53:00,20,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-16 08:53:00,1,40.1003152,-75.2402115
amecro,American Crow,Corvus brachyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-16 08:53:00,2,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-17 19:32:00,1,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-17 19:32:00,1,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-17 19:32:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-17 19:32:00,8,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,2,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,5,40.1003152,-75.2402115
coohaw,Cooper's Hawk,Astur cooperii,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,3,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,2,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,2,40.1003152,-75.2402115
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,8,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,3,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,3,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,4,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,9,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,2,40.1003152,-75.2402115
chispa,Chipping Sparrow,Spizella passerina,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,10,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,21,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,3,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-18 05:41:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,3,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,2,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,2,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,5,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,2,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,3,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,1,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,3,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,4,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-19 13:18:00,3,40.1003152,-75.2402115
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,1,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,1,40.1003152,-75.2402115
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,2,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,6,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,10,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,10,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-19 10:40:00,1,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-19 05:51:00,1,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-19 05:51:00,1,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-19 05:51:00,1,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-19 05:51:00,2,40.1003152,-75.2402115
wooduc,Wood Duck,Aix sponsa,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,7,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,2,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,2,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,12,40.1003152,-75.2402115
houwre,Northern House Wren,Troglodytes aedon,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,1,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,2,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,16,40.1003152,-75.2402115
cedwax,Cedar Waxwing,Bombycilla cedrorum,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,2,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,3,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,9,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,7,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,11,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,16,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,11,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-20 06:01:00,2,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,3,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,8,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,3,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,1,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,5,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,3,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-21 17:45:00,7,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,3,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,1,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,2,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,3,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,33,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,3,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,5,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,2,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,6,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,7,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,4,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,11,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,6,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-23 06:49:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,3,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,5,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,1,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,6,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,9,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-24 19:31:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-24 12:22:00,2,40.1003152,-75.2402115
easpho,Eastern Phoebe,Sayornis phoebe,L3041917,Dixon Meadow Preserve,2026-06-24 12:22:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-24 12:22:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-24 12:22:00,8,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,12,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,15,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,6,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,2,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,3,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,2,40.1003152,-75.2402115
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
amecro,American Crow,Corvus brachyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
fiscro,Fish Crow,Corvus ossifragus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
houwre,Northern House Wren,Troglodytes aedon,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
grycat,Gray Catbird,Dumetella carolinensis,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,2,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,6,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,10,40.1003152,-75.2402115
cedwax,Cedar Waxwing,Bombycilla cedrorum,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,15,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,10,40.1003152,-75.2402115
chispa,Chipping Sparrow,Spizella passerina,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,12,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,12,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,1,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-25 16:00:00,4,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,2,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,6,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
coohaw,Cooper's Hawk,Astur cooperii,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
tuftit,Tufted Titmouse,Baeolophus bicolor,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,8,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,2,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,5,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,8,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,9,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,5,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,11,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,20,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,4,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-26 08:46:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,3,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,4,40.1003152,-75.2402115
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,6,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,6,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,4,40.1003152,-75.2402115
grycat,Gray Catbird,Dumetella carolinensis,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,2,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,2,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,3,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,3,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,4,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,2,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-27 16:09:00,3,40.1003152,-75.2402115
blugrb1,Blue Grosbeak,Passerina caerulea,L3041917,Dixon Meadow Preserve,2026-06-27 09:38:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,6,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,2,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,7,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,3,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,5,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,3,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,1,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,1,40.1003152,-75.2402115
chispa,Chipping Sparrow,Spizella passerina,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,1,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,5,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-28 09:33:00,9,40.1003152,-75.2402115
