species_code,common_name,scientific_name,location_id,location_name,observation_datetime,bird_count,latitude,longitude
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,2,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,2,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,20,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,5,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,2,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,5,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,2,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,5,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,10,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,25,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-10 09:25:00,1,40.1003152,-75.2402115
wooduc,Wood Duck,Aix sponsa,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,8,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,2,40.1003152,-75.2402115
dowwoo,Downy Woodpecker,Dryobates pubescens,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,2,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
amecro,American Crow,Corvus brachyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,8,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,35,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,2,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,10,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,4,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,2,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,10,40.1003152,-75.2402115
cedwax,Cedar Waxwing,Bombycilla cedrorum,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,5,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,15,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,10,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,45,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
comgra,Common Grackle,Quiscalus quiscula,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,2,40.1003152,-75.2402115
scatan,Scarlet Tanager,Piranga olivacea,L3041917,Dixon Meadow Preserve,2026-06-11 08:40:00,1,40.1003152,-75.2402115
rocpig,Rock Pigeon,Columba livia,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,6,40.1003152,-75.2402115
killde,Killdeer,Charadrius vociferus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
reshaw,Red-shouldered Hawk,Buteo lineatus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
haiwoo,Hairy Woodpecker,Leuconotopicus villosus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
easpho,Eastern Phoebe,Sayornis phoebe,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
reevir1,Red-eyed Vireo,Vireo olivaceus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
fiscro,Fish Crow,Corvus ossifragus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
purmar,Purple Martin,Progne subis,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
whbnut,White-breasted Nuthatch,Sitta carolinensis,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
houwre,Northern House Wren,Troglodytes aedon,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
grycat,Gray Catbird,Dumetella carolinensis,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
woothr,Wood Thrush,Hylocichla mustelina,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
fiespa,Field Sparrow,Spizella pusilla,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
boboli,Bobolink,Dolichonyx oryzivorus,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
balori,Baltimore Oriole,Icterus galbula,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,2,40.1003152,-75.2402115
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
blugrb1,Blue Grosbeak,Passerina caerulea,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
indbun,Indigo Bunting,Passerina cyanea,L3041917,Dixon Meadow Preserve,2026-06-11 07:15:00,1,40.1003152,-75.2402115
wooduc,Wood Duck,Aix sponsa,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,10,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,15,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,3,40.1003152,-75.2402115
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,4,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
tuftit,Tufted Titmouse,Baeolophus bicolor,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,18,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,4,40.1003152,-75.2402115
houwre,Northern House Wren,Troglodytes aedon,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,4,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,5,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,3,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,6,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,4,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,5,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,11,40.1003152,-75.2402115
boboli,Bobolink,Dolichonyx oryzivorus,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
easmea,Eastern Meadowlark,Sturnella magna,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,3,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,2,40.1003152,-75.2402115
indbun,Indigo Bunting,Passerina cyanea,L3041917,Dixon Meadow Preserve,2026-06-12 07:36:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-12 07:27:00,1,40.1003152,-75.2402115
cedwax,Cedar Waxwing,Bombycilla cedrorum,L3041917,Dixon Meadow Preserve,2026-06-12 07:27:00,4,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-12 07:27:00,2,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-12 07:27:00,2,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-12 07:27:00,4,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,15,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,4,40.1003152,-75.2402115
baleag,Bald Eagle,Haliaeetus leucocephalus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,2,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,2,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,25,40.1003152,-75.2402115
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,2,40.1003152,-75.2402115
carwre,Carolina Wren,Thryothorus ludovicianus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,10,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,4,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,20,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,15,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,8,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,5,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,35,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
comyel,Common Yellowthroat,Geothlypis trichas,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,2,40.1003152,-75.2402115
indbun,Indigo Bunting,Passerina cyanea,L3041917,Dixon Meadow Preserve,2026-06-13 08:53:00,1,40.1003152,-75.2402115
amecro,American Crow,Corvus brachyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-13 08:02:00,3,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-13 08:02:00,2,40.1003152,-75.2402115
chispa,Chipping Sparrow,Spizella passerina,L3041917,Dixon Meadow Preserve,2026-06-13 08:02:00,2,40.1003152,-75.2402115
wooduc,Wood Duck,Aix sponsa,L3041917,Dixon Meadow Preserve,2026-06-13 07:12:00,1,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-13 07:12:00,2,40.1003152,-75.2402115
fiscro,Fish Crow,Corvus ossifragus,L3041917,Dixon Meadow Preserve,2026-06-13 07:12:00,4,40.1003152,-75.2402115
purmar,Purple Martin,Progne subis,L3041917,Dixon Meadow Preserve,2026-06-13 07:12:00,1,40.1003152,-75.2402115
cedwax,Cedar Waxwing,Bombycilla cedrorum,L3041917,Dixon Meadow Preserve,2026-06-13 07:12:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,5,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,8,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,3,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,2,40.1003152,-75.2402115
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,1,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,2,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,25,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,5,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,2,40.1003152,-75.2402115
easblu,Eastern Bluebird,Sialia sialis,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,1,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,10,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,1,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,5,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,10,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,35,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-14 10:15:00,2,40.1003152,-75.2402115
rocpig,Rock Pigeon,Columba livia,L3041917,Dixon Meadow Preserve,2026-06-14 07:59:00,5,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-14 07:59:00,1,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-14 07:59:00,15,40.1003152,-75.2402115
chispa,Chipping Sparrow,Spizella passerina,L3041917,Dixon Meadow Preserve,2026-06-14 07:59:00,2,40.1003152,-75.2402115
comgra,Common Grackle,Quiscalus quiscula,L3041917,Dixon Meadow Preserve,2026-06-14 07:59:00,2,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-15 19:51:00,1,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-15 19:51:00,2,40.1003152,-75.2402115
barswa,Barn Swallow,Hirundo rustica,L3041917,Dixon Meadow Preserve,2026-06-15 19:51:00,1,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-15 19:51:00,3,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-15 19:51:00,1,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,2,40.1003152,-75.2402115
chiswi,Chimney Swift,Chaetura pelagica,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,20,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,6,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,2,40.1003152,-75.2402115
norfli,Northern Flicker,Colaptes auratus,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,1,40.1003152,-75.2402115
blujay,Blue Jay,Cyanocitta cristata,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,1,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,6,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,2,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,1,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,5,40.1003152,-75.2402115
bnhcow,Brown-headed Cowbird,Molothrus ater,L3041917,Dixon Meadow Preserve,2026-06-15 11:24:00,1,40.1003152,-75.2402115
easkin,Eastern Kingbird,Tyrannus tyrannus,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,1,40.1003152,-75.2402115
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,1,40.1003152,-75.2402115
amecro,American Crow,Corvus brachyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,2,40.1003152,-75.2402115
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,2,40.1003152,-75.2402115
houwre,Northern House Wren,Troglodytes aedon,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,1,40.1003152,-75.2402115
balori,Baltimore Oriole,Icterus galbula,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,1,40.1003152,-75.2402115
comgra,Common Grackle,Quiscalus quiscula,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,7,40.1003152,-75.2402115
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,1,40.1003152,-75.2402115
norcar,Northern Cardinal,Cardinalis cardinalis,L3041917,Dixon Meadow Preserve,2026-06-15 06:12:00,2,40.1003152,-75.2402115
mallar3,Mallard,Anas platyrhynchos,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
moudov,Mourning Dove,Zenaida macroura,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,3,40.1003152,-75.2402115
grbher3,Great Blue Heron,Ardea herodias,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
turvul,Turkey Vulture,Cathartes aura,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
rethaw,Red-tailed Hawk,Buteo jamaicensis,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
amekes,American Kestrel,Falco sparverius,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
wilfly,Willow Flycatcher,Empidonax traillii,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
fiscro,Fish Crow,Corvus ossifragus,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
comrav,Common Raven,Corvus corax,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
treswa,Tree Swallow,Tachycineta bicolor,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,7,40.1003152,-75.2402115
eursta,European Starling,Sturnus vulgaris,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
normoc,Northern Mockingbird,Mimus polyglottos,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
amerob,American Robin,Turdus migratorius,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,4,40.1003152,-75.2402115
houspa,House Sparrow,Passer domesticus,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
houfin,House Finch,Haemorhous mexicanus,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
amegfi,American Goldfinch,Spinus tristis,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
sonspa,Song Sparrow,Melospiza melodia,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,2,40.1003152,-75.2402115
orcori,Orchard Oriole,Icterus spurius,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,1,40.1003152,-75.2402115
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L3041917,Dixon Meadow Preserve,2026-06-16 09:01:00,10,40.1003152,-75.2402115
